request_id,context_id,question,token_length,context_tokens,ttft_s,total_latency_s,response_length,response_preview
178,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0271,1.0052,484,"The paper addresses the limitation of RNICs (RDMA NICs) in supporting complex logic operations, such as conditional stat"
179,nsdi22-paper-reda_1,What problem does this paper address?,830,823,0.0271,0.7015,322,"The paper addresses the problem of enabling complex logic and offloads like key-value lookups, list traversal, and servi"
180,sigcomm24-crux,Explain the system architecture described in this paper.,913,903,0.094,0.3506,152,The paper describes a system architecture for improving GPU utilization in deep learning training clusters. The key comp
181,sigcomm24-crux,Explain the system architecture described in this paper.,913,903,0.122,0.5792,259,The paper describes a communication scheduler called Crux that addresses inter-job communication contention in deep lear
182,sigcomm24-crux,Explain the system architecture described in this paper.,913,903,0.03,0.3349,170,The paper describes a system architecture for optimizing GPU utilization in deep learning training (DLT) clusters. The k
183,sigcomm24-crux,Explain the system architecture described in this paper.,913,903,0.0288,0.4207,204,The system architecture described in this paper is centered around optimizing GPU utilization in deep learning training 
184,sigcomm24-crux,Explain the system architecture described in this paper.,913,903,0.0272,0.4181,215,The system architecture described in this paper is designed to improve GPU utilization in deep learning training (DLT) c
185,sigcomm24-crux,What are the practical implications of this work?,912,903,0.0386,0.8316,466,The practical implications of this work include significant improvements in GPU utilization and communication efficiency
186,sigcomm24-crux,What are the practical implications of this work?,912,903,0.0271,1.2022,619,"The practical implications of this work are significant for deep learning training clusters, as it addresses the issue o"
187,sigcomm24-crux,What are the practical implications of this work?,912,903,0.0277,0.3305,154,The practical implications of this work are significant for the field of deep learning training (DLT) on GPU clusters. T
188,sigcomm24-crux,What are the practical implications of this work?,912,903,0.0351,0.7088,356,The practical implications of this work are significant for deep learning training clusters. By addressing inter-job com
189,sigcomm24-crux,What are the practical implications of this work?,912,903,0.0282,0.8562,451,The practical implications of this work are significant for deep learning training on GPU clusters. By improving GPU uti
190,sigcomm24-crux,Does the authors provide metrics about latency?,911,903,0.0514,0.4417,232,The authors do not provide specific metrics about latency in the given document. The focus is on improving GPU utilizati
191,sigcomm24-crux,Does the authors provide metrics about latency?,911,903,0.0263,0.3547,176,The authors do not provide specific metrics about latency in the given text. The focus is on improving GPU utilization t
192,sigcomm24-crux,Does the authors provide metrics about latency?,911,903,0.0281,1.3383,603,"The paper does not provide specific metrics about latency, but it does compare the performance of Crux to other communic"
193,sigcomm24-crux,Does the authors provide metrics about latency?,911,903,0.0292,0.3723,191,The authors do not provide specific metrics about latency in the document. They focus on improving GPU utilization by op
194,sigcomm24-crux,Does the authors provide metrics about latency?,911,903,0.0285,0.7648,330,"The authors do not provide specific latency metrics in the provided information. However, they discuss the overall perfo"
195,osdi24-agrawal,What datasets or benchmarks were used for evaluation?,894,885,0.0864,0.5283,194,"For evaluation, the researchers used two datasets: openchat_sharegpt4 and arxiv_summarization. These datasets were used "
196,osdi24-agrawal,What datasets or benchmarks were used for evaluation?,894,885,0.0272,0.1143,57,The evaluation used the following datasets or benchmarks:
197,osdi24-agrawal,What datasets or benchmarks were used for evaluation?,894,885,0.0281,0.1373,50,The evaluation of Sarathi-Serve used two datasets:
198,osdi24-agrawal,What datasets or benchmarks were used for evaluation?,894,885,0.0273,0.233,77,The evaluation used two datasets: openchat_sharegpt4 and arxiv_summarization.
199,osdi24-agrawal,What datasets or benchmarks were used for evaluation?,894,885,0.0264,0.0915,43,The evaluation used the following datasets:
200,osdi24-agrawal,Summarize the key findings in 2-3 sentences.,898,885,0.0388,0.7856,329,"The key findings in the paper are that Sarathi-Serve, an LLM inference scheduler, significantly improves throughput and "
201,osdi24-agrawal,Summarize the key findings in 2-3 sentences.,898,885,0.0287,0.3334,111,"The key findings of the paper ""Taming Throughput-Latency Tradeoff in LLM Inference with Sarathi-Serve"" include:"
202,osdi24-agrawal,Summarize the key findings in 2-3 sentences.,898,885,0.0277,0.7593,321,"The paper introduces Sarathi-Serve, an LLM inference scheduler that mitigates the throughput-latency tradeoff by using c"
203,osdi24-agrawal,Summarize the key findings in 2-3 sentences.,898,885,0.0257,0.578,240,The key findings are that Sarathi-Serve improves both throughput and latency in large language model inference by introd
204,osdi24-agrawal,Summarize the key findings in 2-3 sentences.,898,885,0.0268,0.775,333,"The key findings are that Sarathi-Serve, an LLM inference scheduler, balances the tradeoff between throughput and latenc"
205,osdi24-agrawal,What is the main contribution of this paper?,894,885,0.0663,0.8805,339,"The main contribution of this paper is the introduction of Sarathi-Serve, an LLM inference scheduler that addresses the "
206,osdi24-agrawal,What is the main contribution of this paper?,894,885,0.0263,0.8827,363,"The main contribution of this paper is the introduction of Sarathi-Serve, an LLM inference scheduler that mitigates the "
207,osdi24-agrawal,What is the main contribution of this paper?,894,885,0.0265,1.2944,583,"The main contribution of this paper is the introduction of Sarathi-Serve, an LLM inference scheduler that addresses the "
208,osdi24-agrawal,What is the main contribution of this paper?,894,885,0.0269,1.3508,607,"The main contribution of this paper is the introduction of Sarathi-Serve, an LLM inference scheduler that addresses the "
209,osdi24-agrawal,What is the main contribution of this paper?,894,885,0.0263,1.0121,451,"The main contribution of this paper is the introduction of Sarathi-Serve, an LLM inference scheduler that balances throu"
